child,1,6700.055641730214,0.1,0.7,100,True,True,1.2,True,10300,478.189218044281,6689.725583222004,14.744,0.44,0.68
child,1,6632.735893531445,0.1,0.7,100,True,True,1.2,True,7200,335.37466382980347,6625.170215445978,16.597,0.52,0.68
child,1,6695.915931397166,0.1,0.7,100,True,True,1.2,True,12000,560.3872451782227,6670.854809968488,19.563,0.6,0.8
child,1,6678.862898451758,0.1,0.7,100,True,True,1.2,True,6100,292.87532567977905,6665.2871273558585,21.861,0.68,0.8
child,1,6679.464280836383,0.1,0.7,100,True,True,1.2,True,6500,304.1056938171387,6676.576674040515,15.837,0.48,0.72
child,1,6743.606710281927,0.1,0.7,100,True,True,1.2,True,7200,332.6374845504761,6737.900000969199,15.786,0.44,0.72
child,1,6643.220875708137,0.1,0.7,100,True,True,1.2,True,4600,218.83501863479614,6639.558827475115,16.982,0.56,0.72
child,1,6783.1978523208445,0.1,0.7,100,True,True,1.2,True,12300,572.3738188743591,6776.936183053392,19.968,0.48,0.72
child,1,6735.815135091406,0.1,0.7,100,True,True,1.2,True,5300,247.77456521987915,6735.6460035908985,16.206,0.6,0.72
child,1,6721.09762249396,0.1,0.7,100,True,True,1.2,True,7400,351.39234471321106,6717.584982894768,18.516000000000002,0.56,0.68
child,1,6559.846578174837,0.1,0.7,100,True,True,1.2,False,20000,970.9616467952728,6624.029048485417,18.622,0.48,0.76
child,1,6785.711379161673,0.1,0.7,100,True,True,1.2,False,20000,979.0905575752258,6850.159630675334,19.941,0.44,0.64
child,1,6628.466473247363,0.1,0.7,100,True,True,1.2,False,20000,982.126115322113,6648.069222519837,16.133,0.48,0.72
child,1,6570.281701603184,0.1,0.7,100,True,True,1.2,True,6300,298.79074788093567,6550.669834210882,18.859,0.6,0.72
child,1,6619.966467983911,0.1,0.7,100,True,True,1.2,False,20000,922.2104964256287,6759.876320212938,17.999,0.4,0.76
child,1,6616.670389931491,0.1,0.7,100,True,True,1.2,False,20000,926.4960160255432,6656.221815952484,19.913,0.48,0.72
child,1,6762.541916051561,0.1,0.7,100,True,True,1.2,True,7700,361.6903886795044,6761.249487627721,17.91,0.52,0.76
child,1,6722.8210261449085,0.1,0.7,100,True,True,1.2,True,12000,566.2037770748138,6721.896504256152,12.853,0.56,0.76
child,1,6793.305710762658,0.1,0.7,100,True,True,1.2,False,20000,961.0902118682861,6926.589294921209,18.342,0.36,0.72
child,1,6693.527493857021,0.1,0.7,100,True,True,1.2,True,6800,333.1489624977112,6688.461247741267,17.378,0.6,0.8
