child,1,0.01,0.01,0.95,0.95,5,0.01,279.74970388412476,6697.358957677619,5620,False,True,6687.62480376367,15.741,0.52,0.68
child,1,0.01,0.01,0.95,0.95,5,0.01,1004.6751251220703,6615.034712946018,20012,False,False,6799.179349671062,18.925,0.4,0.68
child,1,0.01,0.01,0.95,0.95,5,0.01,301.8022925853729,6646.115189524709,5991,False,True,6645.058726030778,22.134,0.56,0.72
child,1,0.01,0.01,0.95,0.95,5,0.01,996.380366563797,6720.120342927835,20013,False,False,6722.030790554838,20.738,0.52,0.76
child,1,0.01,0.01,0.95,0.95,5,0.01,993.0768880844116,6550.983716874066,20015,False,False,6668.659955253514,21.787,0.6,0.76
child,1,0.01,0.01,0.95,0.95,5,0.01,305.0701439380646,6613.38875430067,6065,False,True,6596.4298169770755,19.334,0.64,0.72
child,1,0.01,0.01,0.95,0.95,5,0.01,284.58409810066223,6762.8381504820645,5664,False,True,6743.000582262689,19.584,0.6,0.72
child,1,0.01,0.01,0.95,0.95,5,0.01,297.45366501808167,6560.363349876623,6036,False,True,6548.470141203289,16.913,0.6,0.68
child,1,0.01,0.01,0.95,0.95,5,0.01,262.31018114089966,6762.475549102671,5291,False,True,6758.494101128232,17.305,0.52,0.68
child,1,0.01,0.01,0.95,0.95,5,0.01,304.3662040233612,6752.111168352077,6164,False,True,6746.226543873486,14.923,0.64,0.8
child,1,0.01,0.01,0.95,0.95,5,0.01,809.3311321735382,6676.084753444079,16244,False,True,6656.369948728568,18.861,0.56,0.72
child,1,0.01,0.01,0.95,0.95,5,0.01,408.4278221130371,6680.136007731843,8163,False,True,6674.27501321031,18.292,0.48,0.76
child,1,0.01,0.01,0.95,0.95,5,0.01,278.79727697372437,6761.178562691863,5601,False,True,6756.251510836515,13.695,0.56,0.68
child,1,0.01,0.01,0.95,0.95,5,0.01,997.4401035308838,6692.9890577066435,20016,False,False,6743.590469370185,17.453,0.44,0.68
child,1,0.01,0.01,0.95,0.95,5,0.01,244.73976016044617,6677.62938760953,4857,False,True,6671.5421896187945,17.924,0.52,0.64
child,1,0.01,0.01,0.95,0.95,5,0.01,442.3996126651764,6570.969770852274,8832,False,True,6563.584828089017,20.52,0.6,0.76
child,1,0.01,0.01,0.95,0.95,5,0.01,360.7566502094269,6716.795853313399,7200,False,True,6714.867787262753,17.594,0.6,0.72
child,1,0.01,0.01,0.95,0.95,5,0.01,1009.8564114570618,6812.379033947854,20016,False,False,6818.0966795603645,21.391000000000002,0.52,0.76
child,1,0.01,0.01,0.95,0.95,5,0.01,982.7874777317047,6677.4027975655645,20003,False,False,6762.907547608345,19.39,0.6,0.68
child,1,0.01,0.01,0.95,0.95,5,0.01,268.44313645362854,6657.940392295183,5428,False,True,6638.009458696538,16.7,0.48,0.72
